"","a","b","Amp","x","sigma"
"1",5.83169455093847,0.000448411175368754,2.153655894904,1.14507875187302,0.446968635629273
"2",5.76955021468684,0.000482786911484521,2.12342222829649,1.15549572763146,0.450847425270257
"3",5.84260671951651,0.000433966999908032,2.14247500598842,1.14938673913872,0.449389379002095
"4",5.81084955829631,0.000433377562454729,2.15897931520999,1.14097784592619,0.435305513518141
"5",5.82302094567973,0.000350985145233263,2.10705482447854,1.16834308138301,0.452391174716795
"6",5.81487210599139,0.000469255338651444,2.14531123203643,1.17329356567407,0.465408260457101
"7",5.80731773203196,0.000418749161166793,2.14633536050226,1.149872647554,0.452887390351365
"8",5.80514964444954,0.000441355902226979,2.11813335448453,1.15533302509598,0.43438873318027
"9",5.88581245420671,0.000284094896412509,2.1476601086672,1.13312413661774,0.464069793474642
"10",5.78346909293606,0.000414261178184924,2.1151871296853,1.17173834392873,0.448998333399923
"11",5.84206814772022,0.000396687138307992,2.1272983586115,1.16417901492679,0.475325754857744
"12",5.80581743288055,0.000448613994296831,2.14331859391752,1.16917357797165,0.461296122250381
"13",5.78500292668786,0.000476524126600613,2.1142652256726,1.1281933027376,0.487268643616244
"14",5.82139453678888,0.000423602890014784,2.13732949731348,1.13098952059246,0.46064130065446
"15",5.76736598030061,0.000532353447452259,2.10598398438972,1.15505276612837,0.450132819350645
"16",5.79471315465062,0.000493186733235335,2.12937071818758,1.12808848938802,0.461613641159793
"17",5.82368615362378,0.000425604181038837,2.12210872821277,1.15047178552752,0.454173875556323
"18",5.82240005985269,0.000356113598104695,2.14044126422079,1.16069326093759,0.457562281008746
"19",5.82114918948979,0.000417641610107275,2.14766408953763,1.18847078746579,0.455944946217858
"20",5.75471362200106,0.000562500075448055,2.15301443193493,1.17089917403044,0.460308093814089
"21",5.83074682846729,0.000406813781919498,2.11534222752127,1.12559526398184,0.450297143391476
"22",5.85229579201119,0.000339378914646213,2.17868535712503,1.11836795586056,0.455515961740322
"23",5.81772895883611,0.000332236366432024,2.12001318147544,1.15167518883158,0.46231936848803
"24",5.86701379091249,0.000376170122273067,2.14459090398261,1.19045931206951,0.468805592507376
"25",5.85926716111121,0.000323167858998837,2.13668977599569,1.21473788300338,0.458185836409073
"26",5.80851140906886,0.000420971472187987,2.14752926290453,1.16379625961711,0.447739315171559
"27",5.90658580197782,0.000222537020762446,2.10638374620599,1.18717031687899,0.458150797260703
"28",5.87427689089606,0.000290169376160991,2.16336683201051,1.13542956629909,0.461174773725998
"29",5.79444864547328,0.000462084559569069,2.14956090021782,1.15772257216806,0.442720020781187
"30",5.85197426795626,0.000339970378926467,2.13136755211884,1.12913849269216,0.474720903309399
"31",5.85297736337625,0.000287575451067453,2.11265901524977,1.13449755130236,0.45768539111837
"32",5.80884101622495,0.000421887877488449,2.1520030106967,1.1800296855792,0.450284915623446
"33",5.82005053221633,0.000435082335231896,2.17294548323688,1.12379058784208,0.46246521825694
"34",5.8503987446148,0.000335640228516122,2.14235445674646,1.13493022403935,0.442333448722008
"35",5.89585078261883,0.000289994157068376,2.10543491731603,1.16930091897735,0.464798876784179
"36",5.79178974060614,0.000445442721295227,2.13453893573482,1.17058592022368,0.4686762684045
"37",5.83073923503535,0.00037433758959375,2.14484734907601,1.13195558040013,0.446002094198866
"38",5.80625856059519,0.000506318461407158,2.14835485660265,1.16899140691746,0.464608853621338
"39",5.82969665414602,0.000439514298313675,2.12759144527614,1.16753675211013,0.466170201796229
"40",5.89444142097389,0.000234141816659122,2.14223562114549,1.15590662318551,0.473609497345825
"41",5.82117279947359,0.000407181387432887,2.09471082243824,1.1459369786496,0.451330559508985
"42",5.79532833124761,0.000430560865228079,2.10171578655315,1.147159796135,0.449130147533638
"43",5.81463413852687,0.000409884968442003,2.11035588470895,1.13660239294433,0.463972007149908
"44",5.80058705806072,0.000486848742589888,2.15200892068317,1.16063074918868,0.451982039757188
"45",5.86755908977924,0.000378172589775939,2.09419737827414,1.17014726199858,0.446898759087517
"46",5.86351321458351,0.000325882021930263,2.14828282104431,1.15229022416375,0.453482890394945
"47",5.87860906685954,0.000349558496128996,2.14343841353794,1.14830773561516,0.47609406420975
"48",5.90590776908553,0.000278804198945211,2.13527689664535,1.15593210082241,0.458279924079449
"49",5.84353201294513,0.000389234727691191,2.12343636717559,1.14739836015233,0.461691173820452
"50",5.85218223495627,0.000365447584862615,2.0878901917568,1.15360147799396,0.457331691099441
"51",5.85169412738168,0.000328270867467362,2.10276383191257,1.16830395939414,0.46288824431255
"52",5.83136951035092,0.000381061553996138,2.1293929494437,1.108464816012,0.462928412293117
"53",5.8213055959537,0.000411846672758351,2.10820827255843,1.14845224091502,0.461743139746378
"54",5.82552226393218,0.000387438338821308,2.17236682696689,1.1647303452074,0.445327449082881
"55",5.82777060887823,0.000370663974985418,2.12917204371026,1.18431928147215,0.454778516365068
"56",5.84668354661105,0.000376473092202049,2.12162161718266,1.1809825217483,0.442805429033066
"57",5.84220048551132,0.000314938755323788,2.15397296916412,1.15368415761906,0.473699621227383
"58",5.8522790325068,0.000350747518400422,2.14493319092779,1.17016585137108,0.462537479103028
"59",5.76665639751484,0.000536673422984208,2.15444987859294,1.16505229013366,0.485268270148516
"60",5.8061820042549,0.000446961002317485,2.13099411984105,1.15838562117234,0.479120257140505
"61",5.79260747358107,0.000478169220013916,2.15053719198698,1.15187717210104,0.439062241461024
"62",5.8694295454217,0.000330177512423856,2.12441284042325,1.11991819192741,0.475549461765929
"63",5.79236149924525,0.00049102590962648,2.15074867459134,1.11938074709597,0.466811820775444
"64",5.82690625688854,0.000434122414682778,2.1308689439157,1.14753892664059,0.439063993937427
"65",5.8057395705924,0.000411901287772505,2.16920674499047,1.18971699628914,0.46218627585433
"66",5.86621936170935,0.000335667453509334,2.11598001626942,1.18059292343372,0.471543726542727
"67",5.81501374731634,0.000438357607890039,2.15091415861541,1.15979585543408,0.438293380065421
"68",5.76392792997873,0.000507417350369805,2.12038352042549,1.15382978056718,0.455004639684333
"69",5.84380537443635,0.000349408493169972,2.14580284448276,1.13412590340835,0.461466872921307
"70",5.86246288063592,0.000352772241907573,2.14584488224007,1.14641052734862,0.455252530361995
"71",5.82809270230084,0.000428883083852627,2.11343545941715,1.16868908349064,0.428446880350011
"72",5.79801738716965,0.000404992168860032,2.11640010265672,1.16487941942974,0.462963129251219
"73",5.84333084403221,0.000391566158823955,2.11173087085591,1.14542181509703,0.455058005573207
"74",5.82015680128629,0.000443294338221492,2.1065823169053,1.11238699928079,0.459401494697603
"75",5.84414702151122,0.000411464472896169,2.1500903469146,1.18392154213465,0.452253031072982
"76",5.85190259267059,0.000287500825630697,2.11463092614201,1.18997498270526,0.449830875028804
"77",5.8201422371639,0.000368750383513159,2.15785154406258,1.13895835100897,0.452727112116766
"78",5.78601024392451,0.000437518046483901,2.13513665695277,1.16801627284796,0.478052518729015
"79",5.77195870317311,0.000552475540418153,2.15904597223741,1.17824460307305,0.487034438070919
"80",5.83277246622653,0.000377490378908456,2.14516857033261,1.16038112044994,0.469025091720061
"81",5.83365322059245,0.000407462075931576,2.15033273513741,1.15516753312821,0.461279742479009
"82",5.86249151446405,0.000322246053023755,2.12034150750436,1.16228183819729,0.475694434304194
"83",5.87470202089987,0.000343035540239119,2.14118552983569,1.15636241122085,0.458481152870116
"84",5.86164015462411,0.000313950151930218,2.14297970360462,1.17122901636526,0.45360704220797
"85",5.80233975433028,0.000452093920817855,2.12325785483235,1.15673126675592,0.459597886887453
"86",5.80345653186295,0.000513768005691347,2.1278872689974,1.15392179065931,0.491699050390984
"87",5.80256321217636,0.000439317281867205,2.13524427952824,1.12162225821447,0.444665040470595
"88",5.82381850488362,0.000414118835190787,2.11295336597852,1.16235080370912,0.456354466048141
"89",5.86309417074663,0.000283036237274385,2.15508929212786,1.15783005648523,0.453715521044024
"90",5.80907839279328,0.00049723342560497,2.09087599560774,1.16215719730672,0.451656995361375
"91",5.87272892774216,0.000330928847213667,2.16716321331297,1.13835965313853,0.455823236703628
"92",5.82493140787305,0.000394257865080491,2.12577658160139,1.18003688934452,0.450627467846285
"93",5.82995875644688,0.000318906004370758,2.13125393973798,1.15042692973247,0.471859319972731
"94",5.84788706303519,0.000343020819659472,2.17060591575919,1.1770287985948,0.448341570989309
"95",5.79750134709848,0.000458787363145448,2.1120768333017,1.14857597364311,0.438443974767231
"96",5.80689481315929,0.000443626311914241,2.13992795669328,1.14990539073923,0.444334625405076
"97",5.79108890643706,0.00046837809130272,2.11955670223889,1.15469440045739,0.448362988223175
"98",5.79441183381816,0.00043510589919774,2.15704042602669,1.12361682320654,0.453546037061019
"99",5.84314285828093,0.000403341379158284,2.1226504314512,1.15956126038224,0.451584092679663
"100",5.8185104107095,0.000428290586326296,2.13355531085991,1.15251860857746,0.452264964385878
"101",5.84900556811808,0.000393570637275863,2.09979991916452,1.16942007969744,0.46558181738157
"102",5.85612572173345,0.000367090802077988,2.14779034514491,1.14418073192992,0.458757268509663
"103",5.78211210291833,0.00047376219688801,2.18204476388213,1.15637687524911,0.450057324654829
"104",5.85793757717809,0.000344185656308507,2.14740303643178,1.13758566423802,0.45722112896526
"105",5.89163376216334,0.000245037065220541,2.14101091812943,1.16422643198416,0.460392667365176
"106",5.88215279325277,0.000322020831723756,2.17915033586367,1.14305598322048,0.472721243339425
"107",5.7908125361103,0.000435222648894147,2.14203693835239,1.17611484639219,0.463297573948309
"108",5.82122077260393,0.000423966848105092,2.13855162799551,1.16016537925212,0.46306770130053
"109",5.83415077598996,0.000448540553869457,2.14103766464323,1.18138902446169,0.450464483302229
"110",5.8605042256344,0.000325350279831153,2.13996375244773,1.17260437742128,0.445600421097956
"111",5.80570197227938,0.000440322842410289,2.12275287809969,1.17478600856034,0.43516902939841
"112",5.81759877172471,0.000440065811926887,2.1373030255532,1.15764636674033,0.460649430611374
"113",5.79343717030386,0.000473988780452905,2.13521227541293,1.15022606023542,0.450169854315023
"114",5.83746892112109,0.000404809231961229,2.1421893988932,1.15194685210088,0.45420456820202
"115",5.77434809488568,0.000489811071421587,2.12293702983192,1.17171338487829,0.461016951328511
"116",5.78619170455719,0.000546187915752402,2.13493700581063,1.16750219277558,0.477744978073823
"117",5.85421734656981,0.000407518734108986,2.15597511901763,1.17056482292669,0.480049382419017
"118",5.90018016307404,0.000344968237565711,2.15570946070061,1.19684525910049,0.490332569188631
"119",5.82465835419889,0.000420123017333231,2.13217358262692,1.18114356076074,0.460954376456998
"120",5.80888002812619,0.00046184932172785,2.07011029990871,1.14661355911591,0.473790302759423
"121",5.79149411986343,0.000515560890318686,2.15916273265412,1.18415679447346,0.452408737651881
"122",5.8463376896383,0.000437923733183979,2.06933856594888,1.14926479853209,0.462184178835904
"123",5.86777354658969,0.000365725531900951,2.15864688533386,1.12759688530068,0.444083018657536
"124",5.83018101489444,0.000411683439523713,2.12188127966208,1.19016119520713,0.451382055986052
"125",5.8058142214132,0.000502408820118101,2.15985656261436,1.16120358347046,0.46693281946527
"126",5.85282978029593,0.000391095501523601,2.13728220824695,1.11404381951195,0.472119089235244
"127",5.82173077296381,0.000448000619457522,2.08721601294157,1.15348927364634,0.447945085403032
"128",5.87734208405088,0.000312601114425877,2.11196191980604,1.12263236289819,0.435974132029047
"129",5.79669086254725,0.000499266035631998,2.14970465924581,1.14876466962236,0.477603350167214
"130",5.82114731966396,0.000385873266088044,2.11942424688215,1.1591470990873,0.464387406951536
"131",5.8381527134305,0.000369913593652562,2.12055022289751,1.17369295633331,0.474843516264226
"132",5.81617040887259,0.000434229279106512,2.12590208656219,1.15286901686383,0.463699206936849
"133",5.83632444284535,0.000348494048491567,2.11489680178226,1.13332904283557,0.458146250900608
"134",5.81053877243912,0.000419594997208832,2.14867942134833,1.17280778815595,0.445435896841721
"135",5.78471582734355,0.000492555979540188,2.11647139950709,1.14610547821608,0.450871625344308
"136",5.81443373885096,0.000458477688430941,2.12885021860626,1.14599171682731,0.445132727621944
"137",5.79043789850391,0.000487848856534078,2.14379570106549,1.15991846370387,0.46590985465265
"138",5.79805007943078,0.000454099860731298,2.14411702764796,1.11004449068664,0.462074563262229
"139",5.81006312845735,0.000369438183854649,2.14782196113771,1.16035475440401,0.449839748495148
"140",5.8486110825092,0.00027899160047198,2.1141089121032,1.16904006788762,0.455439724656844
"141",5.83712599939049,0.000428795563577926,2.11947114848742,1.10070926649164,0.463081436438839
"142",5.81359141064697,0.000413005268290112,2.13733964108602,1.13478457838318,0.464892997594359
"143",5.7999574453639,0.000414584629489126,2.12938119780024,1.15552918482624,0.46953023072225
"144",5.81041684023686,0.000395155037113483,2.15991282026056,1.16201688652952,0.456905211971617
"145",5.79079349490883,0.000517606316192941,2.14500798653629,1.1286089584353,0.464569288330689
"146",5.80236217652778,0.000427917409004969,2.15665631759468,1.16383199393504,0.460888226584158
"147",5.8274019798066,0.000439102066124407,2.17490154870332,1.13051747873812,0.470820166725792
"148",5.90641617348916,0.000241919380122957,2.13383714613573,1.15310069192099,0.451059669553958
"149",5.83209002953612,0.000407494663489368,2.10030144979264,1.13690400679277,0.450050365983255
"150",5.8165820391401,0.000428647974565073,2.16400115627523,1.18087976039804,0.47015411351182
"151",5.79307526897495,0.000473492087733997,2.11575044219608,1.17317649081658,0.463508131249538
"152",5.82457627115091,0.000456154429781292,2.12611719394898,1.18180606093752,0.451753741344042
"153",5.77828824702769,0.000452788074702125,2.1038124239772,1.14341802945414,0.438024332213799
"154",5.75449448590438,0.000544924008997809,2.11055836153961,1.15878987063384,0.474491384153919
"155",5.83679561990228,0.00032863446812859,2.12390306754744,1.16704627931809,0.457753942187654
"156",5.72611498817342,0.000577319632415362,2.11625413955358,1.18341244706711,0.448581324051391
"157",5.8379797013317,0.00038769996164507,2.12841085463801,1.1874444606422,0.44840280670337
"158",5.82664621002248,0.000407350661660973,2.12213540748171,1.15442293161625,0.464310306593511
"159",5.79475331308582,0.000522577951259837,2.14312912446451,1.13684841549471,0.457054240623288
"160",5.81658798729205,0.000423749002603593,2.07835574087579,1.15322023457521,0.462277039673267
"161",5.84685169975961,0.000304111472683379,2.14502567830981,1.1111146817332,0.461578419579219
"162",5.84545717196943,0.000379486590042554,2.17592355092409,1.18791982475235,0.445524151610656
"163",5.86202371770818,0.000387219135841146,2.19739203219558,1.1536943039299,0.459825492894329
"164",5.83398238140187,0.000332943771286151,2.12787514210796,1.16242843440755,0.46071686799285
"165",5.85687846907392,0.000400639825428317,2.1431194210207,1.17380945150703,0.445498277380756
"166",5.80705965432759,0.00036389126117496,2.10548917427261,1.1603852453486,0.463633016535249
"167",5.84813455854136,0.000409888330318447,2.20289109004827,1.19017080952388,0.458807576587136
"168",5.8800595871408,0.000352546997128129,2.10938539137653,1.12809520587694,0.439378095201582
"169",5.83462449709357,0.000416796527425567,2.1299552575637,1.15583032803482,0.458903885067769
"170",5.76263443511649,0.000551297478493955,2.12993953707797,1.15485849546408,0.46934370248799
"171",5.88269867097293,0.000244271133813706,2.16473889636986,1.17656472182016,0.479606715418004
"172",5.83721538960599,0.000362666638968711,2.12992559664703,1.15389486703574,0.460221274717444
"173",5.84115339833615,0.000432761041450323,2.08299117127706,1.16258079694679,0.461040089697528
"174",5.80503495300425,0.0004052716498174,2.15128623211104,1.14579350024327,0.468583956645042
"175",5.86267737071658,0.000352488509246275,2.11064143725636,1.15320351070134,0.457396627456805
"176",5.8263403325526,0.000400446553269416,2.14506589656028,1.16419154886593,0.466548424225305
"177",5.83134770557714,0.000438824914381493,2.11956714777474,1.15715548582402,0.476320204635736
"178",5.8510468344832,0.000341788090545959,2.12235604231305,1.13727248969339,0.463774566142592
"179",5.81167389267486,0.000425809639009602,2.13674847592191,1.1565122353955,0.441647184525017
"180",5.78393079719909,0.000544658489744699,2.13600297534851,1.16804293157136,0.457461080523047
"181",5.79893905587417,0.000488852658505568,2.1388527755043,1.13918086479959,0.470484431949631
"182",5.77335907584876,0.000511435407260431,2.10744435946041,1.18504514241928,0.458548882982827
"183",5.83135566623112,0.000461023589642746,2.10773017402903,1.16211658309073,0.455982645066627
"184",5.86673152197093,0.000371822328486631,2.12020216326938,1.13107301347638,0.457312332742947
"185",5.83473921639544,0.000420176637408805,2.12841634260015,1.14682513365257,0.450251934225494
