ERA5 wind speed seeing,1.0100628138726766,1.0,1.0,2.610600025911796
d_Ensemble wind_speed_seeing hist,0.4919436312384885,0.670819174795728,0.9916057712905715,0.8080257887079618
d_Ensemble wind_speed_seeing present,0.4715128106719504,0.6533109735534208,1.0189533796056192,0.8407610486567046
HadGEM wind_speed_seeing present,0.33972103349109356,0.5756177327850617,1.4513230244005688,1.198133541583235
ECMWF wind_speed_seeing hist,0.33613002189336716,0.5326140408104407,1.2082668686812912,1.0829723114380403
CNRM wind_speed_seeing hist,0.3263478288279261,0.5174091484081205,1.172552001806293,1.0777290621961921
MPI wind_speed_seeing present,0.2925690655260715,0.523638150905438,1.4819186560183821,1.2822264282863043
HadGEM wind_speed_seeing hist,0.2913731278565331,0.49706840211360065,1.3403522783486383,1.2099796277368566
EC-Earth wind_speed_seeing hist,0.289305136412193,0.48118490136786,1.24909175027742,1.1653935040568113
CMCC wind_speed_seeing hist,0.28339914842709696,0.47572447175325006,1.265442406448484,1.1820916391525647
CMCC wind_speed_seeing present,0.28316565195013654,0.4890400499126277,1.3567535742536125,1.2303522218883938
MPI wind_speed_seeing hist,0.2775484926647692,0.5340732466671788,1.6319993342990884,1.3857155051081336
ECMWF wind_speed_seeing present,0.27604378338072905,0.4634160266837489,1.2452090972787548,1.1817131595455026
CNRM wind_speed_seeing present,0.22925676971397566,0.3931890735890171,1.2119208100861512,1.2311474358328585
