Site,PRIMAVERA
Mauna Kea,0.6051821852974557
Paranal,0.6638414182323363
La Silla,0.4981441278853596
Cerro Tololo,0.4645905305178066
La Palma,0.4919436312384885
Siding Spring,0.6752573577548331
Sutherland,0.4245908737853348
SPM,0.6721273649917769
