in-situ Seeing Cerro_Tololo,1.0100628138726766,1.0,1.0,7.6880104468941
ERA5 825,0.5372532306311371,0.7205572282941586,1.1872000413359964,0.835794709074327
d_Ensemble 5 seeing present,0.32784738782101425,0.5261998962707949,1.2336032550686673,1.1061343413903737
d_Ensemble 5 seeing hist,0.32308913738809325,0.5070042097245607,1.0920605783481772,1.0417474193817935
ERA5 wind speed seeing,0.2666102202125272,0.5233492537077896,1.6537247330693647,1.4155756012963099
MPI 5 seeing hist,0.24146222082576196,0.5144646201342499,1.7854211735375944,1.5331851536161674
d_Ensemble wind_speed_seeing present,0.23314737398066568,0.5250900237805062,1.8920572939671059,1.6102422130498235
HadGEM 5 seeing present,0.23013513225843954,0.4833211418611527,1.7250543058213748,1.5193096867685316
CNRM 5 seeing present,0.22543289432332778,0.41476552401990807,1.4083142192984983,1.3472596520249094
MPI 5 seeing present,0.21898473900192428,0.5214503239357842,1.9809033498316584,1.690589451778251
d_Ensemble wind_speed_seeing hist,0.21170989285111771,0.4409325544948933,1.6680792753227223,1.5203511294517138
CNRM 5 seeing hist,0.1921854085078613,0.3428261863749023,1.2943030868068992,1.3370783439990794
EC-Earth 5 seeing hist,0.1906587582057386,0.38696867798462836,1.5815727214780606,1.5090838488929923
HadGEM 5 seeing hist,0.16909859222174328,0.30809896179348006,1.3505887583073608,1.4113327054870275
CMCC 5 seeing hist,0.1685290104955401,0.34802692418012116,1.5989401858557029,1.5632214329011633
CMCC 5 seeing present,0.1674131619473821,0.3215009316851271,1.4597293733582808,1.4806083669759846
MPI wind_speed_seeing hist,0.1638552521007538,0.47889225065817953,2.2756784082330785,1.9997756644964741
HadGEM wind_speed_seeing present,0.1506305961796167,0.4761070050743354,2.405399887253733,2.120257801529624
MPI wind_speed_seeing present,0.1450235762806307,0.5013332224215418,2.5878380877468303,2.25879781147462
CNRM wind_speed_seeing hist,0.1418032699327142,0.3858729568791442,2.0828948674703556,1.9315758919017372
ECMWF 5 seeing hist,0.13572788535287122,0.2554174173554214,1.4690091049226313,1.5516335672586214
ECMWF 5 seeing present,0.13302455707175345,0.23590750890559156,1.379723251625487,1.500887104527127
CMCC wind_speed_seeing present,0.12754129048216037,0.4013973568583299,2.335146186653204,2.1396879909557356
CNRM wind_speed_seeing present,0.12516901634005798,0.42832813829769595,2.4972481344519877,2.2576458881829775
HadGEM wind_speed_seeing hist,0.1242348266677982,0.287880220412267,1.813163734742915,1.8010038250332052
EC-Earth wind_speed_seeing hist,0.10529960204291557,0.3269265496727878,2.289924212743887,2.178641516253108
ECMWF wind_speed_seeing present,0.10290672666293932,0.2607394935627521,1.9864346013705403,1.9773817339118849
CMCC wind_speed_seeing hist,0.10136023442602306,0.31870794943442465,2.3123132832424873,2.207461770893272
ECMWF wind_speed_seeing hist,0.07043098088434102,0.21543476836910003,2.376411018396555,2.3713722216810402
