in-situ La_Palma Temperature,1.0100628138726766,1.0,1.0,0.22217831594286394
ERA5 800,0.9927963953412738,0.9937389336585453,0.933712703328501,0.1268309112906342
d_Ensemble 850 ta present,0.8938965434512309,0.9404989983337455,0.9636635371750827,0.3405851288487981
d_Ensemble 850 ta hist,0.8815156917277946,0.9353898667275096,0.9332305754462802,0.3536247442732628
ECMWF 850 ta present,0.8478854743073087,0.9144272384683018,1.0104197007284264,0.41597761761661833
MPI 850 ta present,0.8379082146713236,0.9198800195104846,1.165336696844715,0.46267670154585455
CMCC 850 ta present,0.8052210683352642,0.8899484065945357,1.0162663230662257,0.4732314968613085
CMCC 850 ta hist,0.7851652749365324,0.8807764111480086,0.9252877873311088,0.47561978110140446
ECMWF 850 ta hist,0.7850166972527342,0.8815246183179962,0.9153980307370999,0.47335161916721646
EC-Earth 850 ta hist,0.7764505092819436,0.880723750564527,1.1397958923187033,0.5398555823779626
MPI 850 ta hist,0.7763540812312991,0.8806671718356537,1.1398128113892658,0.5399831432097116
HadGEM 850 ta hist,0.7742532121513939,0.8733920486737305,1.0676584007089318,0.5243336197942765
HadGEM 850 ta present,0.7586928158372767,0.8641104924669131,1.0711311322740564,0.5442155842262766
CNRM 850 ta present,0.7313981924584384,0.8637408924822362,0.8170245159583874,0.5060969180794409
CNRM 850 ta hist,0.6939158420345497,0.843135567546191,0.801251432899586,0.5393298577620719
