ERA5 750,1.0100628138726766,1.0,1.0,0.19919782558041493
d_Ensemble 700 ta present,0.9091815260592856,0.9527384650820419,0.9067577874684631,0.30725175323652393
d_Ensemble 700 ta hist,0.8969935274269736,0.943578508401815,0.9368378984321261,0.33121750301723
HadGEM 700 ta present,0.8803375063140925,0.9324371820756163,1.0013021577908654,0.367835950340835
CMCC 700 ta present,0.8726063880656315,0.9337283402153032,0.8982438917973065,0.35973675480593353
HadGEM 700 ta hist,0.8650087921764529,0.9239821181103162,1.0052711063981274,0.3909794688077998
MPI 700 ta present,0.8645287077312953,0.9237766942129396,1.0125560983916904,0.39308828758352315
ECMWF 700 ta present,0.8573075901237815,0.9239919868911706,0.9094709233948581,0.3826874304781519
MPI 700 ta hist,0.8513998893746781,0.9304519931050876,1.1872400953967648,0.44743627256329
EC-Earth 700 ta hist,0.8424658578326937,0.911322139677802,0.9948335847968323,0.42007870595751623
ECMWF 700 ta hist,0.8291485584386465,0.9113120082668813,0.8812453587778547,0.41281282320208973
CMCC 700 ta hist,0.8230851618551196,0.9107619679474606,0.8615444668222875,0.4158545420666641
CNRM 700 ta present,0.7959832693023886,0.8947299995948702,0.8621912914371856,0.44779124081823424
CNRM 700 ta hist,0.775129722814957,0.8792100856514075,0.8826023991565627,0.4764463590791329
