Site,PRIMAVERA
Mauna Kea,0.5207998342062662
Paranal,0.5199421185906093
La Silla,0.565264072992428
Cerro Tololo,0.5513883240887766
La Palma,0.5691806898065751
Siding Spring,0.6164318475736287
Sutherland,0.5592429381850943
SPM,0.7546890725850982
