Site,ERA5,PRIMAVERA
Mauna Kea,0.8208004792301635,0.2275280025159083
Paranal,0.8735093011771119,0.5282912654908228
La Silla,0.8748146295878912,0.7997503060976976
Cerro Tololo,0.8855417506495585,0.7911948332926408
La Palma,0.8301916106222859,0.5505112702292271
Siding Spring,0.9011091492605257,0.8163763944870078
Sutherland,0.989580895566865,0.7552813713269039
SPM,0.9772512987578724,0.8078050761572365
