Site,PRIMAVERA
Mauna Kea,0.33951434452919665
Paranal,0.4799077354471322
La Silla,0.421862111688624
Cerro Tololo,0.6044445074327076
La Palma,0.5920083730541249
Siding Spring,0.8171255191974731
Sutherland,0.7520274208208574
SPM,0.860347101636096
