Site,ERA5,PRIMAVERA
Mauna Kea,0.8560684587270334,0.5580992197014898
Paranal,0.96604939137495,0.6121420582759685
La Silla,0.9351421994543484,0.7431140086890737
Cerro Tololo,0.8407774218756661,0.655419650153185
La Palma,0.9927963953412738,0.8938965434512309
Siding Spring,0.9874362075218764,0.9339292251519324
Sutherland,0.9988315551546084,0.9313010425499936
SPM,0.9956313769401156,0.9001932959903924
